AURUM-NY PRIME v2.0 trade export · 108 positions · SYNTHETIC — NOT A RESULT
ts_entry,ts_exit,symbol,session_type,orb_model,entry,stop,init_R,units,lots,risk_usd,realized_R,score,grade,htf_4h,htf_1h,vwap_ext,vwap_slope,gc_count,dxy_score,corr_gold_dxy,ry_mom,vix_support,pivot_slope_norm,strict_struct,touch3_dist_atr,rej_br,rej_clv,atr_shock,modeled_spread,vol_mode,dist_pdh,dist_london_high,mae_R,mfe_R,exit_type,hold_bars,news_blackout,rule_violation,eval_mode,ablation,entry_mode,stop_model
2025-02-24 09:50,2025-02-24 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,91.5,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.910,0.468,SL,8,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-02-26 09:40,2025-02-26 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,3.8824,83.2,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.064,4.201,TP2/RUNNER,26,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-02-28 09:40,2025-02-28 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,86.9,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.954,0.687,SL,7,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-03-05 09:50,2025-03-05 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,95.3,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.480,1.989,TP1+TRAIL,9,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-03-10 09:40,2025-03-10 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,80.7,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.484,1.924,TP1+TRAIL,9,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-03-20 09:35,2025-03-20 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,4.1297,93.1,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.598,4.625,TP2/RUNNER,25,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-03-21 09:35,2025-03-21 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,87.3,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.945,0.058,SL,6,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-03-27 09:50,2025-03-27 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,89.6,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.532,1.763,TP1+TRAIL,4,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-03-31 09:35,2025-03-31 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,84.5,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.964,0.623,SL,25,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-04-03 09:50,2025-04-03 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,84.6,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.160,2.079,TP1+TRAIL,17,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-04-07 09:40,2025-04-07 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,91.5,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.409,1.890,TP1+TRAIL,14,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-04-08 09:40,2025-04-08 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,80.9,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.181,1.819,TP1+TRAIL,19,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-04-10 09:40,2025-04-10 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,84.6,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.909,0.443,SL,4,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-04-14 09:50,2025-04-14 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,0.7329,84.6,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.588,0.892,BE/TRAIL,22,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-04-16 09:35,2025-04-16 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,80.1,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.199,1.744,TP1+TRAIL,19,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-04-17 09:50,2025-04-17 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,88.0,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.954,0.165,SL,30,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-04-18 09:35,2025-04-18 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,94.1,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.085,1.699,TP1+TRAIL,10,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-04-21 09:35,2025-04-21 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,90.0,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.251,2.083,TP1+TRAIL,18,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-04-23 09:35,2025-04-23 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,83.8,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.985,0.067,SL,6,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-04-28 09:35,2025-04-28 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,80.5,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.243,2.046,TP1+TRAIL,30,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-05-01 09:50,2025-05-01 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,96.6,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.979,0.317,SL,13,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-05-12 09:35,2025-05-12 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,90.9,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.548,1.641,TP1+TRAIL,17,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-05-16 09:40,2025-05-16 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,0.0530,86.2,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.378,0.597,BE/TRAIL,28,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-05-20 09:40,2025-05-20 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,91.2,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.115,1.964,TP1+TRAIL,13,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-05-26 09:50,2025-05-26 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,94.0,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.936,0.363,SL,29,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-05-30 09:50,2025-05-30 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,80.7,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.900,0.501,SL,15,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-06-02 09:35,2025-06-02 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,84.2,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.942,0.694,SL,15,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-06-09 09:50,2025-06-09 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,81.7,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.279,2.095,TP1+TRAIL,15,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-06-11 09:40,2025-06-11 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,86.0,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.904,0.127,SL,14,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-06-13 09:40,2025-06-13 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,83.5,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.998,0.517,SL,6,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-07-09 09:40,2025-07-09 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,3.3709,90.0,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.239,3.532,TP2/RUNNER,14,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-07-22 09:35,2025-07-22 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,94.4,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.199,1.726,TP1+TRAIL,18,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-07-23 09:40,2025-07-23 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,96.9,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.972,0.306,SL,17,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-07-24 09:50,2025-07-24 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,83.8,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.937,0.608,SL,25,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-07-30 09:35,2025-07-30 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,81.8,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.398,1.965,TP1+TRAIL,12,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-07-31 09:35,2025-07-31 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,2.9248,96.8,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.078,3.497,TP2/RUNNER,13,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-08-07 09:40,2025-08-07 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,84.6,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.979,0.459,SL,25,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-08-15 09:35,2025-08-15 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,93.1,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.498,2.060,TP1+TRAIL,22,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-08-19 09:50,2025-08-19 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,83.7,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.150,1.763,TP1+TRAIL,14,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-08-27 09:35,2025-08-27 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,91.2,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.067,1.757,TP1+TRAIL,13,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-09-05 09:40,2025-09-05 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,93.7,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.393,1.743,TP1+TRAIL,12,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-09-19 09:50,2025-09-19 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,90.7,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.119,1.996,TP1+TRAIL,16,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-09-23 09:35,2025-09-23 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,80.2,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.964,0.494,SL,4,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-09-26 09:40,2025-09-26 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,80.4,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.056,1.791,TP1+TRAIL,25,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-10-01 09:35,2025-10-01 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,-1.0000,96.1,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.933,0.419,SL,11,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-10-03 09:35,2025-10-03 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,3.5231,96.5,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.311,3.981,TP2/RUNNER,8,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-10-06 09:40,2025-10-06 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,95.8,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.349,1.977,TP1+TRAIL,13,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-10-09 09:35,2025-10-09 10:40,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,92.5,A++,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.379,1.635,TP1+TRAIL,6,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
2025-10-14 09:50,2025-10-14 10:15,XAUUSD,SESSION_CONTINUATION,ORB_RETEST_ACCEPTANCE,2010.5,2008.4,2.1,238,2.38,500,1.5000,81.6,A+,1,1,0.42,0.11,3,3,-0.44,-0.01,0.0,0.02,1,0.03,0.55,0.82,1.02,0.30,Broker volume,12.5,4.2,0.509,2.024,TP1+TRAIL,23,0,0,FTMO 2-Step,J · Full AURUM-NY PRIME,Conservative,A · Touch #3
